Domain,Area,Element,Item,Year,Value
"Crops and livestock products","United States of America","Yield","Barley","1975","23673"
"Crops and livestock products","United States of America","Yield","Barley","1976","24418"
"Crops and livestock products","United States of America","Yield","Barley","1977","23659"
"Crops and livestock products","United States of America","Yield","Barley","1978","26456"
"Crops and livestock products","United States of America","Yield","Barley","1979","27390"
"Crops and livestock products","United States of America","Yield","Barley","1980","26762"
"Crops and livestock products","United States of America","Yield","Barley","1981","28187"
"Crops and livestock products","United States of America","Yield","Barley","1982","30797"
"Crops and livestock products","United States of America","Yield","Barley","1983","28101"
"Crops and livestock products","United States of America","Yield","Barley","1984","28678"
"Crops and livestock products","United States of America","Yield","Barley","1985","27393"
"Crops and livestock products","United States of America","Yield","Barley","1986","27340"
"Crops and livestock products","United States of America","Yield","Barley","1987","28178"
"Crops and livestock products","United States of America","Yield","Barley","1988","20434"
"Crops and livestock products","United States of America","Yield","Barley","1989","26159"
"Crops and livestock products","United States of America","Yield","Barley","1990","30167"
"Crops and livestock products","United States of America","Yield","Barley","1991","29693"
"Crops and livestock products","United States of America","Yield","Barley","1992","33609"
"Crops and livestock products","United States of America","Yield","Barley","1993","31711"
"Crops and livestock products","United States of America","Yield","Barley","1994","30250"
"Crops and livestock products","United States of America","Yield","Barley","1995","30792"
"Crops and livestock products","United States of America","Yield","Barley","1996","31479"
"Crops and livestock products","United States of America","Yield","Barley","1997","31238"
"Crops and livestock products","United States of America","Yield","Barley","1998","32310"
"Crops and livestock products","United States of America","Yield","Barley","1999","32000"
"Crops and livestock products","United States of America","Yield","Barley","2000","32881"
"Crops and livestock products","United States of America","Yield","Barley","2001","31267"
"Crops and livestock products","United States of America","Yield","Barley","2002","29609"
"Crops and livestock products","United States of America","Yield","Barley","2003","31673"
"Crops and livestock products","United States of America","Yield","Barley","2004","37429"
"Crops and livestock products","United States of America","Yield","Barley","2005","34873"
"Crops and livestock products","United States of America","Yield","Barley","2006","32846"
"Crops and livestock products","United States of America","Yield","Barley","2007","32279"
"Crops and livestock products","United States of America","Yield","Barley","2008","34072"
"Crops and livestock products","United States of America","Yield","Barley","2009","39150"
"Crops and livestock products","United States of America","Yield","Barley","2010","39339"
"Crops and livestock products","United States of America","Yield","Barley","2011","37160"
"Crops and livestock products","United States of America","Yield","Barley","2012","35986"
"Crops and livestock products","United States of America","Yield","Barley","2013","38358"
"Crops and livestock products","United States of America","Yield","Barley","2014","39115"
"Crops and livestock products","United States of America","Yield","Barley","2015","37083"
